"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2011"	"2011"	"55-64 years"	"55-64"	87	9490	916.8	734.3	1130.8	98.3	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2011"	"2011"	"65-74 years"	"65-74"	92	5203	1768.2	1425.4	2168.6	184.3	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2011"	"2011"	"75-84 years"	"75-84"	139	3039	4573.9	3813.5	5334.3	388.0	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2011"	"2011"	"85+ years"	"85+"	212	1298	16332.8	14134.2	18531.4	1121.7	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2011"	"2011"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2012"	"2012"	"< 1 year"	"1"	Suppressed	1349	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2012"	"2012"	"1-4 years"	"1-4"	Suppressed	5107	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2012"	"2012"	"5-14 years"	"5-14"	Suppressed	12527	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2012"	"2012"	"15-24 years"	"15-24"	Suppressed	14168	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2012"	"2012"	"25-34 years"	"25-34"	18	12378	Unreliable	86.2	229.8	34.3	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2012"	"2012"	"35-44 years"	"35-44"	22	9356	235.1	147.4	356.0	50.1	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2012"	"2012"	"45-54 years"	"45-54"	45	9442	476.6	347.6	637.7	71.0	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2012"	"2012"	"55-64 years"	"55-64"	78	9592	813.2	642.8	1014.9	92.1	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2012"	"2012"	"65-74 years"	"65-74"	130	5560	2338.1	1936.2	2740.1	205.1	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2012"	"2012"	"75-84 years"	"75-84"	169	3050	5541.0	4705.6	6376.4	426.2	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2012"	"2012"	"85+ years"	"85+"	219	1271	17230.5	14948.4	19512.6	1164.3	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2012"	"2012"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	1280	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	4940	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2013"	"2013"	"5-14 years"	"5-14"	0	12629	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2013"	"2013"	"15-24 years"	"15-24"	12	12575	Unreliable	49.3	166.7	27.5	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2013"	"2013"	"25-34 years"	"25-34"	19	12873	Unreliable	88.9	230.5	33.9	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2013"	"2013"	"35-44 years"	"35-44"	20	9683	206.5	126.2	319.0	46.2	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2013"	"2013"	"45-54 years"	"45-54"	52	9205	564.9	421.9	740.8	78.3	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2013"	"2013"	"55-64 years"	"55-64"	79	9796	806.5	638.5	1005.1	90.7	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2013"	"2013"	"65-74 years"	"65-74"	114	5877	1939.8	1583.7	2295.8	181.7	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2013"	"2013"	"75-84 years"	"75-84"	178	3110	5723.5	4882.6	6564.3	429.0	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2013"	"2013"	"85+ years"	"85+"	195	1281	15222.5	13085.9	17359.1	1090.1	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2013"	"2013"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2014"	"2014"	"< 1 year"	"1"	Suppressed	1259	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	4841	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2014"	"2014"	"5-14 years"	"5-14"	Suppressed	12628	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2014"	"2014"	"15-24 years"	"15-24"	10	12417	Unreliable	38.6	148.1	25.5	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2014"	"2014"	"25-34 years"	"25-34"	19	12951	Unreliable	88.3	229.1	33.7	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2014"	"2014"	"35-44 years"	"35-44"	27	9806	275.3	181.5	400.6	53.0	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2014"	"2014"	"45-54 years"	"45-54"	55	9010	610.4	459.9	794.6	82.3	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2014"	"2014"	"55-64 years"	"55-64"	97	9782	991.6	804.1	1209.7	100.7	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2014"	"2014"	"65-74 years"	"65-74"	115	6210	1851.9	1513.4	2190.3	172.7	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2014"	"2014"	"75-84 years"	"75-84"	166	3204	5181.0	4392.9	5969.2	402.1	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2014"	"2014"	"85+ years"	"85+"	204	1239	16464.9	14205.5	18724.3	1152.8	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2014"	"2014"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2015"	"2015"	"< 1 year"	"1"	Suppressed	1264	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2015"	"2015"	"1-4 years"	"1-4"	0	4816	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2015"	"2015"	"5-14 years"	"5-14"	Suppressed	12611	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2015"	"2015"	"15-24 years"	"15-24"	12	12127	Unreliable	51.1	172.9	28.6	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2015"	"2015"	"25-34 years"	"25-34"	20	13082	152.9	93.4	236.1	34.2	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2015"	"2015"	"35-44 years"	"35-44"	32	10056	318.2	217.7	449.2	56.3	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2015"	"2015"	"45-54 years"	"45-54"	37	8913	415.1	292.3	572.2	68.2	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2015"	"2015"	"55-64 years"	"55-64"	92	9855	933.5	752.6	1144.9	97.3	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2015"	"2015"	"65-74 years"	"65-74"	134	6574	2038.3	1693.2	2383.5	176.1	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2015"	"2015"	"75-84 years"	"75-84"	140	3184	4397.0	3668.6	5125.3	371.6	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2015"	"2015"	"85+ years"	"85+"	202	1262	16006.3	13799.0	18213.7	1126.2	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2015"	"2015"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2016"	"2016"	"< 1 year"	"1"	Suppressed	1280	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2016"	"2016"	"1-4 years"	"1-4"	0	4910	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2016"	"2016"	"5-14 years"	"5-14"	Suppressed	12572	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2016"	"2016"	"15-24 years"	"15-24"	Suppressed	12082	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2016"	"2016"	"25-34 years"	"25-34"	16	12981	Unreliable	70.5	200.2	30.8	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2016"	"2016"	"35-44 years"	"35-44"	24	10301	233.0	149.3	346.7	47.6	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2016"	"2016"	"45-54 years"	"45-54"	45	8855	508.2	370.7	680.0	75.8	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2016"	"2016"	"55-64 years"	"55-64"	97	9940	975.9	791.4	1190.5	99.1	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2016"	"2016"	"65-74 years"	"65-74"	133	6958	1911.5	1586.6	2236.3	165.7	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2016"	"2016"	"75-84 years"	"75-84"	181	3226	5610.7	4793.3	6428.1	417.0	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2016"	"2016"	"85+ years"	"85+"	202	1272	15880.5	13690.5	18070.5	1117.3	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2016"	"2016"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2017"	"2017"	"< 1 year"	"1"	Suppressed	1216	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2017"	"2017"	"1-4 years"	"1-4"	0	5011	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2017"	"2017"	"5-14 years"	"5-14"	Suppressed	12669	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2017"	"2017"	"15-24 years"	"15-24"	11	12303	Unreliable	44.6	160.0	27.0	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2017"	"2017"	"25-34 years"	"25-34"	22	12821	171.6	107.5	259.8	36.6	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2017"	"2017"	"35-44 years"	"35-44"	28	10703	261.6	173.8	378.1	49.4	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2017"	"2017"	"45-54 years"	"45-54"	35	8799	397.8	277.1	553.2	67.2	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2017"	"2017"	"55-64 years"	"55-64"	116	9848	1177.9	963.5	1392.3	109.4	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2017"	"2017"	"65-74 years"	"65-74"	138	7326	1883.7	1569.4	2198.0	160.4	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2017"	"2017"	"75-84 years"	"75-84"	189	3273	5774.5	4951.3	6597.8	420.0	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2017"	"2017"	"85+ years"	"85+"	194	1300	14923.1	12823.1	17023.0	1071.4	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2017"	"2017"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2018"	"2018"	"< 1 year"	"1"	Suppressed	1180	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2018"	"2018"	"1-4 years"	"1-4"	0	5025	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2018"	"2018"	"5-14 years"	"5-14"	Suppressed	12742	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2018"	"2018"	"15-24 years"	"15-24"	13	12916	Unreliable	53.6	172.1	27.9	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2018"	"2018"	"25-34 years"	"25-34"	13	12913	Unreliable	53.6	172.2	27.9	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2018"	"2018"	"35-44 years"	"35-44"	31	11087	279.6	190.0	396.9	50.2	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2018"	"2018"	"45-54 years"	"45-54"	47	8825	532.6	391.3	708.2	77.7	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2018"	"2018"	"55-64 years"	"55-64"	104	10050	1034.8	835.9	1233.7	101.5	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2018"	"2018"	"65-74 years"	"65-74"	163	7620	2139.1	1810.7	2467.5	167.5	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2018"	"2018"	"75-84 years"	"75-84"	177	3464	5109.7	4356.9	5862.5	384.1	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2018"	"2018"	"85+ years"	"85+"	239	1316	18161.1	15858.6	20463.6	1174.7	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2018"	"2018"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2019"	"2019"	"< 1 year"	"1"	Suppressed	1171	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2019"	"2019"	"1-4 years"	"1-4"	Suppressed	4931	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2019"	"2019"	"5-14 years"	"5-14"	Suppressed	12756	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2019"	"2019"	"15-24 years"	"15-24"	12	12880	Unreliable	48.1	162.7	26.9	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2019"	"2019"	"25-34 years"	"25-34"	15	12800	Unreliable	65.6	193.3	30.3	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2019"	"2019"	"35-44 years"	"35-44"	27	11512	234.5	154.6	341.2	45.1	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2019"	"2019"	"45-54 years"	"45-54"	27	8982	300.6	198.1	437.4	57.9	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2019"	"2019"	"55-64 years"	"55-64"	92	9882	931.0	750.5	1141.8	97.1	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2019"	"2019"	"65-74 years"	"65-74"	152	7985	1903.6	1600.9	2206.2	154.4	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2019"	"2019"	"75-84 years"	"75-84"	200	3582	5583.5	4809.6	6357.3	394.8	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2019"	"2019"	"85+ years"	"85+"	195	1327	14694.8	12632.3	16757.3	1052.3	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2019"	"2019"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2020 "	"2020"	"< 1 year"	"1"	Suppressed	1094	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2020 "	"2020"	"1-4 years"	"1-4"	0	4767	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2020 "	"2020"	"5-14 years"	"5-14"	Suppressed	12864	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2020 "	"2020"	"15-24 years"	"15-24"	12	13132	Unreliable	47.2	159.6	26.4	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2020 "	"2020"	"25-34 years"	"25-34"	21	12720	165.1	102.2	252.4	36.0	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2020 "	"2020"	"35-44 years"	"35-44"	37	11842	312.4	220.0	430.7	51.4	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2020 "	"2020"	"45-54 years"	"45-54"	44	9114	482.8	350.8	648.1	72.8	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2020 "	"2020"	"55-64 years"	"55-64"	108	9815	1100.4	892.8	1307.9	105.9	0.0%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2020 "	"2020"	"65-74 years"	"65-74"	164	8395	1953.5	1654.6	2252.5	152.5	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2020 "	"2020"	"75-84 years"	"75-84"	216	3754	5753.9	4986.5	6521.2	391.5	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2020 "	"2020"	"85+ years"	"85+"	247	1298	19029.3	16656.1	21402.5	1210.8	0.1%
	"Idaho"	"16"	"Bannock County, ID"	"16005"	"2020 "	"2020"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"1999"	"1999"	"< 1 year"	"1"	0	77	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"1999"	"1999"	"1-4 years"	"1-4"	0	368	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"1999"	"1999"	"5-14 years"	"5-14"	0	1209	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"1999"	"1999"	"15-24 years"	"15-24"	Suppressed	955	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"1999"	"1999"	"25-34 years"	"25-34"	Suppressed	571	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"1999"	"1999"	"35-44 years"	"35-44"	Suppressed	874	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"1999"	"1999"	"45-54 years"	"45-54"	Suppressed	773	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"1999"	"1999"	"55-64 years"	"55-64"	Suppressed	581	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"1999"	"1999"	"65-74 years"	"65-74"	13	513	Unreliable	1349.3	4333.4	702.8	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"1999"	"1999"	"75-84 years"	"75-84"	21	355	5915.5	3661.8	9042.5	1290.9	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"1999"	"1999"	"85+ years"	"85+"	18	114	Unreliable	9357.8	24954.2	3721.6	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"1999"	"1999"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2000"	"2000"	"< 1 year"	"1"	0	80	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2000"	"2000"	"1-4 years"	"1-4"	0	365	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2000"	"2000"	"5-14 years"	"5-14"	Suppressed	1180	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2000"	"2000"	"15-24 years"	"15-24"	Suppressed	962	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2000"	"2000"	"25-34 years"	"25-34"	Suppressed	570	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2000"	"2000"	"35-44 years"	"35-44"	Suppressed	869	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2000"	"2000"	"45-54 years"	"45-54"	Suppressed	800	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2000"	"2000"	"55-64 years"	"55-64"	Suppressed	588	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2000"	"2000"	"65-74 years"	"65-74"	10	519	Unreliable	924.0	3543.4	609.3	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2000"	"2000"	"75-84 years"	"75-84"	19	364	Unreliable	3142.7	8151.3	1197.5	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2000"	"2000"	"85+ years"	"85+"	21	114	18421.1	11403.0	28158.6	4019.8	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2000"	"2000"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2001"	"2001"	"< 1 year"	"1"	0	78	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2001"	"2001"	"1-4 years"	"1-4"	0	344	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2001"	"2001"	"5-14 years"	"5-14"	0	1195	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2001"	"2001"	"15-24 years"	"15-24"	0	948	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2001"	"2001"	"25-34 years"	"25-34"	Suppressed	571	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2001"	"2001"	"35-44 years"	"35-44"	Suppressed	823	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2001"	"2001"	"45-54 years"	"45-54"	Suppressed	835	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2001"	"2001"	"55-64 years"	"55-64"	Suppressed	598	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2001"	"2001"	"65-74 years"	"65-74"	10	498	Unreliable	962.9	3692.9	635.0	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2001"	"2001"	"75-84 years"	"75-84"	22	374	5882.4	3686.4	8905.9	1254.1	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2001"	"2001"	"85+ years"	"85+"	18	130	Unreliable	8206.1	21882.9	3263.6	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2001"	"2001"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2002"	"2002"	"< 1 year"	"1"	0	76	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2002"	"2002"	"1-4 years"	"1-4"	0	308	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2002"	"2002"	"5-14 years"	"5-14"	0	1125	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2002"	"2002"	"15-24 years"	"15-24"	Suppressed	911	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2002"	"2002"	"25-34 years"	"25-34"	0	532	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2002"	"2002"	"35-44 years"	"35-44"	Suppressed	791	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2002"	"2002"	"45-54 years"	"45-54"	Suppressed	831	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2002"	"2002"	"55-64 years"	"55-64"	Suppressed	616	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2002"	"2002"	"65-74 years"	"65-74"	Suppressed	528	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2002"	"2002"	"75-84 years"	"75-84"	14	370	Unreliable	2068.6	6348.5	1011.3	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2002"	"2002"	"85+ years"	"85+"	22	131	16793.9	10524.6	25426.1	3580.5	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2002"	"2002"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2003"	"2003"	"< 1 year"	"1"	Suppressed	90	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2003"	"2003"	"1-4 years"	"1-4"	0	324	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Bear Lake County, ID"	"16007"	"2003"	"2003"	"5-14 years"	"5-14"	0	1085	Unreliable	0.0	0.0	0.0	0.0%
